source_id,title,short_title,source_group,source_type,authority_tier,issuing_body,jurisdiction_scope,country_code,customs_union_code,publication_date,effective_date,expiry_date,version_label,status,language,hs_version,file_path,mime_type,source_url,checksum_sha256,citation_preferred,notes,created_at,updated_at
e599ecd1-9162-4875-b6a6-1e2cfec2c024,UNCTAD AfCFTA e-Tariff Database — Tariff Elimination Schedules,UNCTAD-AFCFTA-ETARIFF,03_tariff_schedules,tariff_schedule,official_operational,United Nations Conference on Trade and Development (UNCTAD),afcfta,,,,2021-01-01,,extraction_20260322_175247,current,en,HS2017,unctad_afcfta_api,application/json,https://afcfta.unctad.org,ca694028b5d6fdb96aad379a9f63b86b30db62012d91ec55d196aa14e2dc6dd1,"UNCTAD AfCFTA e-Tariff Database, Tariff Elimination Schedules. Retrieved 2026-03-22. https://afcfta.unctad.org",Automated extraction via extract_unctad_afcfta.py. Base year: 2021.,2026-03-22T17:52:47.941664+00:00,2026-03-22T17:52:47.941664+00:00
